2766,930,770
2783,930,770
2800,930,770
2816,930,770
2833,930,770
2850,930,770
2866,930,770
2883,930,770
2900,930,770
2916,935,765
2933,940,760
2950,945,755
2966,950,750
2983,955,745
3000,960,740
3016,965,735
3033,970,730
3050,975,725
3066,980,720
3083,985,715
3100,990,710
3116,995,705
3133,1000,700
3150,1000,700
3166,1000,700
3183,1000,700
3200,1000,700
3216,1000,700
3233,1000,700
3250,1000,700
3266,1000,700
3283,1000,700
3300,1000,700
3316,1000,700
3333,1000,700
3350,1000,700
3366,1000,700
3383,1000,700
3400,1000,700
3416,1000,700
3433,1000,700
3450,1000,700
3466,1000,700
3483,1000,700
3500,1000,700
3516,1000,700
3533,1000,700
3550,1000,700
3566,1000,700
3583,1000,700
3600,1000,700
3616,1000,700
3633,1000,700
3650,1010,710
3666,1020,720
3683,1030,730
3700,1040,740
3716,1050,750
3733,1060,760
3750,1070,770
3766,1080,780
3783,1090,790
3800,1100,800
3816,1110,810
3833,1120,820
3850,1130,830
3866,1140,840
3883,1150,850
3900,1160,860
3916,1170,870
3933,1180,880
3950,1190,890
3966,1200,900
3983,1210,910
4000,1220,920
4016,1230,930
4033,1240,940
4050,1250,950
4066,1260,960
4083,1270,970
4100,1280,980
4116,1290,990
4133,1300,1000
4150,1300,1000
4166,1300,1000
4183,1300,1000
4200,1300,1000
4216,1300,1000
4233,1300,1000
4250,1300,1000
4266,1305,995
4283,1310,990
4300,1315,985
4316,1320,980
4333,1325,975
4350,1330,970
4366,1335,965
4383,1340,960
4400,1340,960
4416,1340,960
4433,1340,960
4450,1340,960
4466,1340,960
4483,1340,960
4500,1340,960
4516,1340,960
4533,1340,960
4550,1340,960
4566,1340,960
4583,1345,955
4600,1350,950
4616,1355,945
4633,1360,940
4650,1365,935
4666,1370,930
4683,1370,930
4700,1370,930
4716,1370,930
4733,1370,930
4750,1370,930
4766,1370,930
4783,1370,930
4800,1370,930
4816,1370,930
4833,1370,930
4850,1370,930
4866,1370,930
4883,1370,930
4900,1370,930
4916,1370,930
4933,1370,930
4950,1365,935
4966,1360,940
4983,1355,945
5000,1350,950
5016,1350,950
5033,1350,950
5050,1350,950
5066,1350,950
5083,1350,950
5100,1350,950
5116,1350,950
5133,1350,950
5150,1350,950
5166,1350,950
5183,1350,950
5200,1350,950
5216,1350,950
5233,1350,950
5250,1350,950
5266,1350,950
5283,1350,950
5300,1350,950
5316,1350,950
5333,1350,950
5350,1350,950
5366,1350,950
5383,1350,950
5400,1350,950
5416,1350,950
5433,1350,950
5450,1350,950
5466,1350,950
5483,1350,950
5500,1350,950
5516,1350,950
5533,1360,960
5550,1370,970
5566,1380,980
5583,1390,990
5600,1400,1000
5616,1410,1010
5633,1420,1020
5650,1430,1030
5666,1440,1040
5683,1450,1050
5700,1460,1060
5716,1470,1070
5733,1480,1080
5750,1490,1090
5766,1500,1100
5783,1510,1110
5800,1520,1120
5816,1530,1130
5833,1540,1140
5850,1550,1150
5866,1560,1160
5883,1570,1170
5900,1580,1180
5916,1590,1190
5933,1600,1200
5950,1610,1210
5966,1620,1220
5983,1630,1230
6000,1640,1240
6016,1650,1250
6033,1660,1260
6050,1670,1270
6066,1680,1280
6083,1690,1290
6100,1700,1300
6116,1700,1300
6133,1700,1300
6150,1700,1300
6166,1700,1300
6183,1700,1300
6200,1700,1300
6216,1700,1300
6233,1700,1300
6250,1700,1300
6266,1700,1300
6283,1700,1300
6300,1700,1300
6316,1700,1300
6333,1700,1300
6350,1700,1300
6366,1700,1300
6383,1700,1300
6400,1700,1300
6416,1700,1300
6433,1700,1300
6450,1700,1300
6466,1700,1300
6483,1700,1300
6500,1690,1290
6516,1680,1280
6533,1670,1270
6550,1660,1260
6566,1650,1250
6583,1640,1240
6600,1630,1230
6616,1620,1220
6633,1610,1210
6650,1600,1200
6666,1590,1190
6683,1580,1180
6700,1570,1170
6716,1560,1160
6733,1550,1150
6750,1540,1140
6766,1540,1140
6783,1540,1140
6800,1540,1140
6816,1540,1140
6833,1540,1140
6850,1540,1140
6866,1540,1140
6883,1540,1140
6900,1540,1140
6916,1540,1140
6933,1540,1140
6950,1540,1140
6966,1540,1140
6983,1540,1140
7000,1540,1140
7016,1540,1140
7033,1540,1140
7050,1540,1140
7066,1540,1140
7083,1540,1140
7100,1540,1140
7116,1540,1140
7133,1540,1140
7150,1540,1140
7166,1540,1140
7183,1540,1140
7200,1540,1140
7216,1540,1140
7233,1540,1140
7250,1540,1140
7266,1540,1140
7283,1540,1140
7300,1540,1140
7316,1540,1140
7333,1540,1140
7350,1540,1140
7366,1540,1140
7383,1540,1140
7400,1540,1140
7416,1540,1140
7433,1540,1140
7450,1540,1140
7466,1540,1140
7483,1540,1140
7500,1540,1140
7516,1540,1140
7533,1540,1140
7550,1540,1140
7566,1550,1150
7583,1560,1160
7600,1570,1170
7616,1580,1180
7633,1590,1190
7650,1600,1200
7666,1610,1210
7683,1620,1220
7700,1630,1230
7716,1640,1240
7733,1650,1250
7750,1660,1260
7766,1670,1270
7783,1680,1280
7800,1690,1290
7816,1690,1290
7833,1690,1290
7850,1690,1290
7866,1690,1290
7883,1690,1290
7900,1690,1290
7916,1690,1290
7933,1690,1290
7950,1690,1290
7966,1690,1290
7983,1690,1290
8000,1690,1290
8016,1690,1290
8033,1690,1290
8050,1690,1290
8066,1690,1290
8083,1690,1290
8100,1690,1290
8116,1690,1290
8133,1690,1290
8150,1690,1290
8166,1690,1290
8183,1690,1290
8200,1690,1290
8216,1690,1290
8233,1690,1290
8250,1690,1290
8266,1690,1290
8283,1690,1290
8300,1690,1290
8316,1690,1290
8333,1690,1290
8350,1690,1290
8366,1690,1290
8383,1690,1290
8400,1690,1290
8416,1690,1290
8433,1690,1290
8450,1690,1290
8466,1690,1290
8483,1690,1290
8500,1690,1290
8516,1690,1290
8533,1690,1290
8550,1690,1290
8566,1690,1290
8583,1690,1290
8600,1690,1290
8616,1690,1290
8633,1690,1290
8650,1690,1290
8666,1700,1300
8683,1710,1310
8700,1720,1320
8716,1730,1330
8733,1730,1330
8750,1730,1330
8766,1730,1330
8783,1730,1330
8800,1730,1330
8816,1730,1330
8833,1730,1330
8850,1730,1330
8866,1730,1330
8883,1730,1330
8900,1730,1330
8916,1730,1330
8933,1730,1330
8950,1730,1330
8966,1730,1330
8983,1730,1330
9000,1730,1330
9016,1730,1330
9033,1730,1330
9050,1730,1330
9066,1730,1330
9083,1730,1330
9100,1730,1330
9116,1730,1330
9133,1730,1330
9150,1730,1330
9166,1730,1330
9183,1730,1330
9200,1730,1330
9216,1730,1330
9233,1730,1330
9250,1730,1330
9266,1730,1330
9283,1730,1330
9300,1730,1330
9316,1730,1330
9333,1730,1330
9350,1730,1330
9366,1730,1330
9383,1730,1330
9400,1740,1340
9416,1750,1350
9433,1760,1360
9450,1770,1370
9466,1780,1380
9483,1790,1390
9500,1800,1400
9516,1810,1410
9533,1810,1410
9550,1810,1410
9566,1810,1410
9583,1810,1410
9600,1810,1410
9616,1810,1410
9633,1810,1410
9650,1810,1410
9666,1810,1410
9683,1810,1410
9700,1810,1410
9716,1810,1410
9733,1810,1410
9750,1810,1410
9766,1810,1410
9783,1810,1410
9800,1810,1410
9816,1810,1410
9833,1810,1410
9850,1810,1410
9866,1810,1410
9883,1810,1410
9900,1810,1410
9916,1810,1410
9933,1810,1410
9950,1810,1410
9966,1810,1410
9983,1810,1410
10000,1810,1410
10016,1810,1410
10033,1810,1410
10050,1810,1410
10066,1810,1410
10083,1810,1410
10100,1810,1410
10116,1810,1410
10133,1810,1410
10150,1820,1420
10166,1830,1430
10183,1840,1440
10200,1850,1450
10216,1860,1460
10233,1870,1470
10250,1880,1480
10266,1890,1490
10283,1900,1500
10300,1910,1510
10316,1920,1520
10333,1930,1530
10350,1940,1540
10366,1950,1550
10383,1960,1560
10400,1970,1570
10416,1980,1580
10433,1990,1590
10450,2000,1600
10466,2010,1610
10483,2020,1620
10500,2030,1630
10516,2040,1640
10533,2050,1650
10550,2060,1660
10566,2070,1670
10583,2080,1680
10600,2090,1690
10616,2100,1700
10633,2110,1710
10650,2120,1720
10666,2130,1730
10683,2140,1740
10700,2150,1750
10716,2160,1760
10733,2170,1770
10750,2180,1780
10766,2190,1790
10783,2200,1800
10800,2210,1810
10816,2220,1820
10833,2230,1830
10850,2240,1840
10866,2250,1850
10883,2260,1860
10900,2270,1870
10916,2280,1880
10933,2290,1890
10950,2300,1900
10966,2310,1910
10983,2320,1920
11000,2330,1930
11016,2340,1940
11033,2350,1950
11050,2360,1960
11066,2370,1970
11083,2380,1980
11100,2390,1990
11116,2400,2000
11133,2410,2010
11150,2420,2020
11166,2430,2030
11183,2430,2030
11200,2430,2030
11216,2430,2030
11233,2430,2030
11250,2430,2030
11266,2430,2030
11283,2430,2030
11300,2430,2030
11316,2430,2030
11333,2430,2030
11350,2440,2040
11366,2450,2050
11383,2460,2060
11400,2470,2070
11416,2480,2080
11433,2480,2080
11450,2480,2080
11466,2480,2080
11483,2480,2080
11500,2480,2080
11516,2480,2080
11533,2480,2080
11550,2480,2080
11566,2480,2080
11583,2480,2080
11600,2480,2080
11616,2480,2080
11633,2480,2080
11650,2480,2080
11666,2480,2080
11683,2480,2080
11700,2480,2080
11716,2480,2080
11733,2480,2080
11750,2480,2080
11766,2480,2080
11783,2480,2080
11800,2480,2080
11816,2480,2080
11833,2480,2080
11850,2480,2080
11866,2480,2080
11883,2480,2080
11900,2480,2080
11916,2480,2080
11933,2480,2080
11950,2480,2080
11966,2480,2080
11983,2480,2080
12000,2480,2080
12016,2480,2080
12033,2480,2080
12050,2480,2080
12066,2480,2080
12083,2480,2080
12100,2480,2080
12116,2480,2080
12133,2480,2080
12150,2480,2080
12166,2480,2080
12183,2480,2080
12200,2480,2080
12216,2480,2080
12233,2480,2080
12250,2480,2080
12266,2480,2080
12283,2480,2080
12300,2480,2080
12316,2480,2080
12333,2480,2080
12350,2480,2080
12366,2480,2080
12383,2480,2080
12400,2480,2080
12416,2480,2080
12433,2480,2080
12450,2480,2080
12466,2480,2080
12483,2480,2080
12500,2480,2080
12516,2490,2090
12533,2500,2100
12550,2510,2110
12566,2520,2120
12583,2530,2130
12600,2540,2140
12616,2550,2150
12633,2560,2160
12650,2570,2170
12666,2580,2180
12683,2590,2190
12700,2600,2200
12716,2610,2210
12733,2620,2220
12750,2630,2230
12766,2640,2240
12783,2640,2240
12800,2640,2240
12816,2640,2240
12833,2640,2240
12850,2640,2240
12866,2640,2240
12883,2640,2240
12900,2640,2240
12916,2645,2235
12933,2650,2230
12950,2655,2225
12966,2660,2220
12983,2665,2215
13000,2670,2210
13016,2675,2205
13033,2680,2200
13050,2685,2195
13066,2690,2190
13083,2695,2185
13100,2700,2180
13116,2705,2175
13133,2710,2170
13150,2715,2165
13166,2720,2160
13183,2725,2155
13200,2730,2150
13216,2735,2145
13233,2740,2140
13250,2745,2135
13266,2750,2130
13283,2755,2125
13300,2760,2120
13316,2765,2115
13333,2770,2110
13350,2775,2105
13366,2780,2100
13383,2785,2095
13400,2790,2090
13416,2795,2085
13433,2800,2080
13450,2805,2075
13466,2810,2070
13483,2815,2065
13500,2820,2060
13516,2825,2055
13533,2830,2050
13550,2835,2045
13566,2840,2040
13583,2840,2040
13600,2840,2040
13616,2840,2040
13633,2840,2040
13650,2840,2040
13666,2840,2040
13683,2850,2050
13700,2860,2060
13716,2870,2070
13733,2880,2080
13750,2890,2090
13766,2900,2100
13783,2910,2110
13800,2920,2120
13816,2930,2130
13833,2940,2140
13850,2950,2150
13866,2960,2160
13883,2970,2170
13900,2980,2180
13916,2990,2190
13933,3000,2200
13950,3010,2210
13966,3020,2220
13983,3030,2230
14000,3040,2240
14016,3050,2250
14033,3060,2260
14050,3070,2270
14066,3080,2280
14083,3090,2290
14100,3100,2300
14116,3110,2310
14133,3120,2320
14150,3130,2330
14166,3140,2340
14183,3150,2350
14200,3160,2360
14216,3170,2370
14233,3180,2380
14250,3190,2390
14266,3200,2400
14283,3210,2410
14300,3220,2420
14316,3230,2430
14333,3240,2440
14350,3240,2440
14366,3240,2440
14383,3235,2445
14400,3230,2450
14416,3225,2455
14433,3220,2460
14450,3215,2465
14466,3210,2470
14483,3205,2475
14500,3200,2480
14516,3195,2485
14533,3190,2490
14550,3185,2495
14566,3180,2500
14583,3175,2505
14600,3170,2510
14616,3165,2515
14633,3160,2520
14650,3155,2525
14666,3150,2530
14683,3145,2535
14700,3140,2540
14716,3135,2545
14733,3130,2550
14750,3125,2555
14766,3120,2560
14783,3115,2565
14800,3110,2570
14816,3105,2575
14833,3100,2580
14850,3095,2585
14866,3090,2590
14883,3085,2595
14900,3080,2600
14916,3075,2605
14933,3070,2610
14950,3065,2615
14966,3065,2615
14983,3065,2615
15000,3065,2615
15016,3065,2615
15033,3065,2615
15050,3065,2615
15066,3065,2615
15083,3065,2615
15100,3065,2615
15116,3065,2615
15133,3065,2615
15150,3065,2615
15166,3065,2615
15183,3065,2615
15200,3075,2625
15216,3085,2635
15233,3095,2645
15250,3105,2655
15266,3115,2665
15283,3125,2675
15300,3130,2690
15316,3135,2705
15333,3130,2710
15350,3125,2715
15366,3120,2720
15383,3115,2725
15400,3110,2730
15416,3105,2735
15433,3100,2740
15450,3095,2745
15466,3105,2755
15483,3115,2765
15500,3125,2775
15516,3135,2785
15533,3145,2795
15550,3155,2805
15566,3165,2815
15583,3175,2825
15600,3185,2835
15616,3195,2845
15633,3205,2855
15650,3215,2865
15666,3225,2875
15683,3235,2885
15700,3245,2895
15716,3255,2905
15733,3265,2915
15750,3275,2925
15766,3285,2935
15783,3295,2945
15800,3310,2950
15816,3325,2955
15833,3340,2960
15850,3355,2965
15866,3370,2970
15883,3385,2975
15900,3400,2980
15916,3415,2985
15933,3425,2995
15950,3435,3005
15966,3445,3015
15983,3455,3025
16000,3465,3035
16016,3475,3045
16033,3485,3055
16050,3495,3065
16066,3505,3075
16083,3515,3085
16100,3525,3095
16116,3535,3105
16133,3545,3115
16150,3555,3125
16166,3565,3135
16183,3575,3145
16200,3585,3155
16216,3595,3165
16233,3605,3175
16250,3615,3185
16266,3625,3195
16283,3635,3205
16300,3645,3215
16316,3655,3225
16333,3665,3235
16350,3675,3245
16366,3685,3255
16383,3695,3265
16400,3705,3275
16416,3715,3285
16433,3720,3300
16450,3725,3315
16466,3730,3330
16483,3735,3345
16500,3740,3360
16516,3745,3375
16533,3750,3390
16550,3755,3405
16566,3760,3420
16583,3765,3435
16600,3770,3450
16616,3775,3465
16633,3780,3480
16650,3785,3495
16666,3790,3510
16683,3795,3525
16700,3800,3540
16716,3805,3555
16733,3810,3570
16750,3815,3585
16766,3820,3600
16783,3825,3615
16800,3830,3630
16816,3835,3645
16833,3840,3660
16850,3845,3675
16866,3850,3690
16883,3855,3705
16900,3860,3720
16916,3865,3735
16933,3870,3750
16950,3875,3765
16966,3880,3780
16983,3885,3795
17000,3890,3810
17016,3895,3825
17033,3900,3840
17050,3905,3855
17066,3910,3870
17083,3915,3885
17100,3920,3900
17116,3925,3915
17133,3930,3930
17150,3935,3945
17166,3940,3960
17183,3945,3975
17200,3950,3990
17216,3955,4005
17233,3960,4020
17250,3970,4030
17266,3980,4040
17283,3990,4050
17300,4000,4060
17316,4010,4070
17333,4020,4080
17350,4030,4090
17366,4040,4100
17383,4050,4110
17400,4060,4120
17416,4070,4130
17433,4085,4135
17450,4100,4140
17466,4115,4145
17483,4130,4150
17500,4140,4160
17516,4140,4160
17533,4140,4160
17550,4140,4160
17566,4140,4160
17583,4140,4160
17600,4140,4160
17616,4140,4160
17633,4140,4160
17650,4140,4160
17666,4140,4160
17683,4140,4160
17700,4140,4160
17716,4140,4160
17733,4140,4160
17750,4140,4160
17766,4140,4160
17783,4140,4160
17800,4130,4150
17816,4120,4140
17833,4110,4130
17850,4100,4120
17866,4090,4110
17883,4080,4100
17900,4070,4090
17916,4070,4090
17933,4070,4090
17950,4070,4090
17966,4070,4090
17983,4070,4090
18000,4070,4090
18016,4070,4090
18033,4070,4090
18050,4070,4090
18066,4070,4090
18083,4070,4090
18100,4070,4090
18116,4070,4090
18133,4070,4090
18150,4070,4090
18166,4070,4090
18183,4070,4090
18200,4070,4090
18216,4070,4090
18233,4070,4090
18250,4070,4090
18266,4070,4090
18283,4070,4090
18300,4070,4090
18316,4070,4090
18333,4070,4090
18350,4070,4090
18366,4070,4090
18383,4070,4090
18400,4070,4090
18416,4070,4090
18433,4070,4090
18450,4070,4090
18466,4070,4090
18483,4070,4090
18500,4070,4090
18516,4070,4090
18533,4070,4090
